Input-node Gene Symbol,Input-node GeneID,Output-node Gene Symbol,Output-node GeneID,Edge direction score
TNFRSF1B,7133,TRAIP,10293,0.855
EIF5,1983,EIF4G2,1982,0.798
CASP3,836,BID,637,0.951
EVI1,2122,HDAC4,9759,0.55
EXOSC6,118460,KIAA0182,23199,0.862
REL,5966,ELF1,1997,0.984
DDX24,57062,TPI1,7167,0.743
HSPA8,3312,BAG2,9532,0.895
FXR2,9513,NECAB2,54550,0.952
RARA,5914,KAT2B,8850,0.966
TERF1,7013,SMAD9,4093,0.743
CDC2,983,NUP210,23225,0.901
MYOD1,4654,ID1,3397,0.936
SMN1,6606,CRIP2,1397,0.952
NFATC4,4776,CREBBP,1387,0.55
TMEM11,8834,BNIP3,664,0.999
PTK2,5747,PKD1,5310,0.951
ATF7IP,55729,SPTBN1,6711,0.545
XRN2,22803,PSMA3,5684,0.743
ERCC5,2073,GTF2H4,2968,0.952
CRKL,1399,GAB1,2549,0.558
TGFB1,7040,COL2A1,1280,0.901
PDGFRA,5156,PDGFB,5155,0.999
STAT5A,6776,CENPJ,55835,0.951
KHDRBS1,10657,NCOA5,57727,0.951
SCNN1A,6337,UBE2I,7329,0.896
ELA2,1991,SERPINA1,5265,0.798
IGF1R,3480,PIK3R3,8503,0.951
BMX,660,STAT3,6774,0.87
DAB1,1600,APLP1,333,0.862
PIK3R1,5295,GRB2,2885,0.589
NFKBIA,4792,HSPB1,3315,0.547
PTPN11,5781,GRIN2B,2904,0.967
CHFR,55743,AURKA,6790,0.951
A2M,2,TK1,7083,0.967
PTCH2,8643,IHH,3549,0.999
EFEMP2,30008,HOXA1,3198,0.984
LOC170082,170082,CCDC85B,11007,0.966
MAP2K1,5604,RPS6KA4,8986,0.895
TNFRSF10B,8795,CASP8,841,0.999
ITGAM,3684,PLAUR,5329,0.997
HSPA5,3309,KRT18,3875,0.967
WT1,7490,TP63,8626,0.55
PARD3,56288,STK11,6794,0.862
GDF9,2661,GADD45G,10912,0.821
RASGRP4,115727,HRAS,3265,0.798
YAF2,10138,YY1,7528,0.966
MED21,9412,THRA,7067,0.707
ROBO2,6092,PPP1R1B,84152,0.903
GATA1,2623,LMO2,4005,0.901
XRCC6,2547,SDHC,6391,0.732
AP1G1,164,ZNF512B,57473,0.952
TNNT1,7138,UBE2D1,7321,0.984
SYTL4,94121,CCDC85B,11007,0.926
40179,6303,LNX1,84708,0.951
ACCN1,40,ACCN3,9311,0.732
BLMH,642,KBTBD7,84078,0.952
MDM2,4193,NR3C1,2908,0.901
SP1,6667,MIER1,57708,0.984
ZNF521,25925,EBF1,1879,0.902
TRAF3,7187,CD40,958,0.63
KRT18,3875,KRT15,3866,0.984
PFN1,5216,FMNL1,752,0.667
AP4M1,9179,TGOLN2,10618,0.862
TRAF2,7186,MAPK9,5601,0.988
ESR1,2099,DNTTIP2,30836,0.895
PPFIA1,8500,MBIP,51562,0.951
FSHR,2492,TOP1,7150,0.967
TTR,7276,C7orf20,51608,0.951
TERT,7015,XRCC6,2547,0.743
KIF5B,3799,YWHAG,7532,0.902
MAP4K2,5871,PRDX4,10549,0.895
CSF3R,1441,INPP5D,3635,0.988
BAT5,7920,HNRNPA1,3178,0.967
ATM,472,MDC1,9656,0.951
EIF6,3692,ACAP3,116983,0.927
EP300,2033,TADA3L,10474,0.823
EZR,7430,CTNNB1,1499,0.967
PTN,5764,GSK3B,2932,0.778
VPS72,6944,CCDC85B,11007,0.55
PROX1,5629,ESRRG,2104,0.55
GOLGA4,2803,ARL3,403,0.732
ALK,238,PTPRZ1,5803,0.77
ATN1,1822,GRN,2896,0.743
XPO1,7514,HDAC3,8841,0.966
GNB2,2783,GADD45A,1647,0.798
CD8A,925,CD3D,915,0.558
GRB2,2885,SYN1,6853,0.951
CSNK1E,1454,GTF3C1,2975,0.823
AXIN1,8312,JUP,3728,0.778
GNA15,2769,PRKCA,5578,0.909
KRTAP4-12,83755,ZNF408,79797,0.966
ASAH1,427,TSC22D1,8848,0.926
SMN1,6606,EZH2,2146,0.902
TGFBR1,7046,CHN1,1123,0.901
RPS6KA1,6195,FOS,2353,0.984
FOXM1,2305,CREBBP,1387,0.55
UNC119,9094,CDKN2C,1031,0.862
PKM2,5315,RCC1,1104,0.901
TSC1,7248,YWHAB,7529,0.951
KCNA1,3736,DLG4,1742,0.679
RIT1,6016,RLF,6018,0.984
COMT,1312,TRIP13,9319,0.984
DCP1B,196513,SMAD4,4089,0.901
COL4A1,1282,NID1,4811,0.798
C7orf36,57002,ZNF579,163033,0.558
NFKBIA,4792,MCM5,4174,0.778
DLGAP4,22839,SH3GL2,6456,0.951
U2AF2,11338,CHIC2,26511,0.558
TK1,7083,RUVBL1,8607,0.743
RB1,5925,USP4,7375,0.55
DLGAP1,9229,GRIN2C,2905,0.558
DNAJA1,3301,PTTG1,9232,0.952
RXRB,6257,RARG,5916,0.966
IKBKG,8517,NFKB2,4791,0.984
CASP10,843,DEDD,9191,0.896
THAP1,55145,GRINL1A,81488,0.951
VDR,7421,GTF2B,2959,0.984
SNAP23,8773,ABI3,51225,0.895
IL2RB,3560,EIF3B,8662,0.995
ZBTB16,7704,SP1,6667,0.984
PTX3,5806,C1QB,713,0.798
ADRB2,154,GPRASP1,9737,0.629
PKD1,5310,KRT18,3875,0.743
LBP,3929,APOA1,335,0.679
HNRNPK,3190,CNNM3,26505,0.743
PPP2CA,5515,BCL2,596,0.704
NUMB,8650,ITCH,83737,0.798
HSPA1A,3303,TP53,7157,0.902
FZD4,8322,DLG2,1740,0.63
CGN,57530,ARHGEF2,9181,0.798
SRC,6714,STAT5B,6777,0.862
FLT1,2321,VEGFB,7423,0.995
IRAK1,3654,FADD,8772,0.862
CYLD,1540,IKBKG,8517,0.895
INSR,3643,RASA1,5921,0.901
EFS,10278,TRAPPC6A,79090,0.895
TGFBR1,7046,CHUK,1147,0.901
MYF6,4618,CSRP3,8048,0.902
IL1B,3553,ADRB2,154,0.675
CTBP1,1487,IKZF4,64375,0.984
PAK4,10298,GATAD2A,54815,0.895
KIAA1267,284058,SMAD3,4088,0.902
TUBA1A,7846,TUBB,203068,0.901
PCGF6,84108,RNF2,6045,0.926
SNW1,22938,SKI,6497,0.952
PSME1,5720,CHD3,1107,0.901
A1BG,1,TK1,7083,0.951
MC2R,4158,POMC,5443,1
HPCAL1,3241,HMG20A,10363,0.55
MAFK,7975,NFE2L3,9603,0.952
AR,367,151568,151568,0.732
HSPA8,3312,HDAC3,8841,0.984
YWHAE,7531,HDAC4,9759,0.984
PNRC2,55629,NR5A2,2494,0.966
AKT1,207,KRT10,3858,0.951
SNIP1,79753,PIAS4,51588,0.55
FMR1,2332,YBX1,4904,0.902
GNAI3,2773,CCR5,1234,0.822
COX17,10063,SUMO2,6613,0.862
CDKN1A,1026,OTUB1,55611,0.901
EDNRB,1910,NOS3,4846,0.999
PBXIP1,57326,TSNAX,7257,0.732
TLR2,7097,HMGB1,3146,0.967
LAPTM5,7805,HEY1,23462,0.984
NEDD9,4739,SMAD3,4088,0.984
TNFAIP3,7128,RNF11,26994,0.821
KNG1,3827,APP,351,0.982
TRAF2,7186,BIRC3,330,0.93
TP53,7157,CCNH,902,0.984
NCOR1,9611,CBFA2T2,9139,0.936
CAV2,858,EGFR,1956,0.87
EEF1A1,1915,XPO5,57510,0.901
KPNB1,3837,KPNA3,3839,0.558
EIF3G,8666,TK1,7083,0.862
23578,23578,C19orf57,79173,0.964
QTRT1,81890,COPS6,10980,0.743
NR3C1,2908,ONECUT1,3175,0.984
NF2,4771,HGS,9146,0.951
CRK,1398,DPPA4,55211,0.951
HCLS1,3059,CASP3,836,0.743
MMP2,4313,IGFBP3,3486,0.967
LCP2,3937,PRAM1,84106,0.895
GAB1,2549,MAPK1,5594,0.862
PLXNB2,23654,RND1,27289,0.995
LIMK1,3984,RNF12,51132,0.952
MICAL1,64780,NEDD9,4739,0.732
HDAC3,8841,RUNX2,860,0.917
NCOA2,10499,DLX2,1746,0.952
TOMM70A,9868,HSPA1A,3303,0.558
GRK6,2870,SNCA,6622,0.967
PIN1,5300,POLR2A,5430,0.984
LRP2,4036,INS,3630,0.951
NEDD8,4738,UCHL1,7345,0.895
GMNN,51053,HOXA7,3204,0.952
PAK1,5058,CDK5,1020,0.936
TNNT1,7138,SNW1,22938,0.951
PSMA4,5685,PSMA1,5682,0.732
ST14,6768,SPINT1,6692,0.895
PTPN6,5777,IL4R,3566,0.729
BRF1,2972,RBL1,5933,0.707
STAMBP,10617,VPS24,51652,0.984
EP300,2033,ZNF76,7629,0.966
DLGAP4,22839,GRIN2D,2906,0.798
TOP1,7150,UBE2I,7329,0.707
TNFRSF1A,7132,CASP10,843,0.951
YWHAG,7532,DCP1A,55802,0.936
PRKD2,25865,HDAC7,51564,0.862
DNMBP,23268,DBN1,1627,0.952
EMILIN1,11117,NMI,9111,0.964
SUMO1,7341,PIAS1,8554,0.901
FGF1,2246,CSNK2A2,1459,0.951
RPS27A,6233,ACVR1,90,0.818
PIK3CB,5291,HSPA8,3312,0.901
KAT5,10524,MYC,4609,0.984
SRF,6722,RXRA,6256,0.55
EEF1A1,1915,TGIF1,7050,0.984
ACTA1,58,TTN,7273,0.743
CHRM3,1131,CSNK1A1,1452,0.903
MLLT4,4301,SSX2IP,117178,0.952
BAI1,575,MAGI1,9223,0.998
ELK1,2002,ID2,3398,0.902
JAK1,3716,STAT6,6778,0.967
LSM8,51691,EXOSC6,118460,0.903
EEF1A1,1915,TMPRSS3,64699,0.895
PTGES3,10728,ESR1,2099,0.951
DES,1674,ROCK1,6093,0.798
ARHGAP1,392,RHOC,389,0.803
TBXA2R,6915,RAF1,5894,0.967
STOM,2040,ACCN3,9311,0.967
IL2RA,3559,ICAM1,3383,0.991
SMAD3,4088,HEY1,23462,0.984
TRAF2,7186,PEG3,5178,0.948
FYB,2533,SKAP1,8631,0.895
CASP8,841,VIM,7431,0.901
HMOX2,3163,EEF1G,1937,0.901
MPP1,4354,AMOTL2,51421,0.732
NR1H2,7376,UBE2D1,7321,0.966
PELP1,27043,RB1,5925,0.984
SFRS2IP,9169,SFRS1,6426,0.798
HRAS,3265,RIT2,6014,0.743
CREBBP,1387,TRAM2,9697,0.895
MEP1B,4225,SCT,6343,0.798
RB1CC1,9821,STAT1,6772,0.895
KAT5,10524,POLR3F,10621,0.951
RPS6KA3,6197,NR4A1,3164,0.901
VDAC1,7416,BAK1,578,0.895
TCERG1,10915,SF1,7536,0.902
CCNB1,891,TSC1,7248,0.994
COX2,4513,CCNG1,900,0.895
KIAA1267,284058,CCDC85B,11007,0.966
CDKN1A,1026,MLL4,9757,0.966
F2,2147,SERPIND1,3053,0.803
JAK1,3716,TYK2,7297,0.908
CCR1,1230,STAT1,6772,0.951
GRIN2A,2903,CAMK2A,815,0.951
PPP1R16A,84988,PHPT1,29085,0.951
ADRA2A,150,ADRBK1,156,0.955
7558,7558,HAP1,9001,0.964
LYN,4067,GALNAC4S-6ST,51363,0.895
SMARCD1,6602,VDR,7421,0.901
TNFRSF1A,7132,AGTRAP,57085,0.901
EGFR,1956,STAT1,6772,0.901
HSP90AA1,3320,PPARA,5465,0.951
SNAP91,9892,OGT,8473,0.732
PKD1,5310,ACTN1,87,0.743
NECAP2,55707,NMI,9111,0.984
DDX5,1655,NCOA1,8648,0.984
TRIB3,57761,DDIT3,1649,0.984
DDR1,780,SHC1,6464,1
MCM10,55388,ZBTB43,23099,0.902
STK11,6794,TNIP2,79155,0.798
BID,637,PLEKHM1,9842,0.798
TAF1,6872,RBL2,5934,0.707
UPF1,5976,HIRA,7290,0.952
GSK3B,2932,CHD3,1107,0.901
ETS1,2113,ETS2,2114,0.952
BTK,695,PIP4K2B,8396,0.994
C4BPA,722,C4B,721,0.558
RHOB,388,PPP2CA,5515,0.895
SUMO4,387082,TFAP2A,7020,0.952
STK36,27148,GLI3,2737,0.864
TACR2,6865,GPRASP1,9737,0.997
PPM2C,54704,PDHA1,5160,0.558
DNM1,1759,TIMM50,92609,0.8
CSNK2B,1460,ZNF44,51710,0.984
CHIC2,26511,HOXA1,3198,0.926
RASA1,5921,MAGI1,9223,0.821
NR1H2,7376,VDR,7421,0.901
TCF3,6929,TAL2,6887,0.952
EEA1,8411,STX12,23673,0.798
PTK2,5747,CSPG4,1464,0.901
XAB2,56949,ERCC8,1161,0.895
DNM1,1759,ASB13,79754,0.895
SPTBN4,57731,RPS6KA6,27330,0.951
RNF5,6048,UBE2D3,7323,0.952
ABL1,25,YWHAE,7531,0.951
TNFRSF14,8764,HDAC4,9759,0.984
MMP9,4318,BTC,685,0.983
EXOSC4,54512,SKIV2L2,23517,0.964
ESR2,2100,PNRC2,55629,0.902
STAT3,6774,PTMA,5757,0.545
RGS16,6004,EGFR,1956,0.87
SP3,6670,UBE2I,7329,0.55
NR4A1,3164,RXRG,6258,0.984
SLC2A2,6514,KPNA2,3838,0.667
KIAA1377,57562,FAM134A,79137,0.862
ZAP70,7535,CD79B,974,0.855
TCEB1,6921,VHL,7428,0.862
ZBTB48,3104,127557,127557,0.984
SFRS12,140890,NCL,4691,0.966
LATS1,9113,LIMK1,3984,0.951
PRKACA,5566,DSP,1832,0.901
SYNCRIP,10492,KLHL3,26249,0.902
KHDRBS3,10656,PSMF1,9491,0.558
ADAM10,102,SH3D19,152503,0.895
CSNK2A1,1457,NAP1L4,4676,0.984
ERCC3,2071,GTF2H2,2966,0.984
SNAPIN,23557,SNAP25,6616,0.966
MYO7A,4647,CALM1,801,0.974
YWHAB,7529,UBC,7316,0.778
KCNA4,3739,NDUFA4L2,56901,0.743
APCS,325,FN1,2335,0.967
TTN,7273,MYBPC1,4604,0.667
TNFRSF19,55504,TRAF1,7185,1
TOLLIP,54472,LDB1,8861,0.984
SMYD1,150572,HDAC2,3066,0.964
TBP,6908,MSX1,4487,0.55
MAPK6,5597,GLRX3,10539,0.862
TRAF5,7188,RIPK1,8737,0.901
KAT5,10524,CCDC106,29903,0.901
DAG1,1605,MAGI1,9223,0.901
NCOA6,23054,THRA,7067,0.902
CASR,846,RNF19A,25897,0.998
BUB1,699,AP3B1,8546,0.558
SDCBP2,27111,SDCBP,6386,0.951
IL5RA,3568,SDCBP,6386,0.998
CCNK,8812,RBPMS,11030,0.902
RELA,5970,HEXIM1,10614,0.952
HSPD1,3329,YWHAG,7532,0.984
GRB2,2885,VAV1,7409,0.901
PLK1,5347,PSMA4,5685,0.951
RIPK2,8767,UBE2I,7329,0.984
HAND2,9464,HEY2,23493,0.966
BMPR1B,658,RASD2,23551,0.965
GNA13,10672,PRKACA,5566,0.596
HIST3H3,8290,ASF1A,25842,0.901
PRNP,5621,HSPD1,3329,0.98
CD40,958,HSPA4,3308,0.967
SMAD3,4088,ZMYM2,7750,0.952
DYNLL1,8655,DNAJB9,4189,0.798
DNM2,1785,HMGB1,3146,0.952
SRF,6722,RXRG,6258,0.823
C1orf103,55791,SETDB1,9869,0.966
SMAD2,4087,JUN,3725,0.966
HNF4A,3172,UBE2I,7329,0.902
TK1,7083,WDR73,84942,0.704
UBE3A,7337,TRIM65,201292,0.952
GADD45B,4616,CDKN1A,1026,0.902
GABBR1,2550,JAKMIP1,152789,0.967
FES,2242,IRS1,3667,0.951
KCTD15,79047,ENSA,2029,0.732
HTR2C,3358,GNAQ,2776,0.997
DRAP1,10589,NFYB,4801,0.966
RPS6KA1,6195,CEBPB,1051,0.951
DLG4,1742,SIPA1L1,26037,0.967
FCGR3A,2214,FCGR1A,2209,0.998
STK3,6788,MPP1,4354,0.798
NFKB1,4790,NFRKB,4798,0.952
PTN,5764,BTBD2,55643,0.952
TGFBR2,7048,PAK1,5058,0.931
LSM1,27257,LSM6,11157,0.967
OASL,8638,THRA,7067,0.513
BCL10,8915,UBE2V2,7336,0.732
PARK2,5071,UBB,7314,0.901
KIAA1377,57562,TXNDC9,10190,0.732
MMP3,4314,IGFBP3,3486,0.951
FBLN2,2199,LAMA5,3911,0.951
PLEC1,5339,CASP8,841,0.951
VCL,7414,ARHGEF1,9138,0.743
FGFR1,2260,NCK2,8440,0.951
EPB41,2035,YWHAB,7529,0.951
CCDC91,55297,TESC,54997,0.895
RAB11A,8766,KAT2B,8850,0.952
STAM2,10254,UBQLN4,56893,0.778
CBL,867,UBE2D2,7322,0.901
MAPK8IP2,23542,MAP2K7,5609,0.778
HDAC1,3065,HDAC2,3066,0.902
DLG3,1741,DLGAP4,22839,0.987
SMN1,6606,DOCK7,85440,0.901
HBEGF,1839,FBLN1,2192,0.967
EGFR,1956,ACTA1,58,0.756
CUL7,9820,RBX1,9978,0.984
NRXN1,9378,NLGN3,54413,0.998
SOCS1,8651,VAV1,7409,0.951
PPM1A,5494,CACNA1C,775,0.732
MIDN,90007,ZAK,51776,0.964
PTPRC,5788,PPFIA1,8500,0.883
CEP135,9662,SMAD9,4093,0.821
CDK4,1019,CCND1,595,0.951
PRKCA,5578,GRIN2A,2903,0.821
FAM46A,55603,RNF14,9604,0.984
LCMT1,51451,PPP2CB,5516,0.896
ZNF24,7572,ZNF446,55663,0.984
ADRA2A,150,PRKCD,5580,0.909
SMURF2,64750,TNPO3,23534,0.862
AGTR1,185,AGT,183,0.52
RPS6KA4,8986,ATF1,466,0.984
RABEP1,9135,TSC2,7249,0.895
PRKAA2,5563,HNF4A,3172,0.862
KCNQ2,3785,CALM3,808,0.732
RUNDC3A,10900,GFI1B,8328,0.896
SDCBP2,27111,BEND7,222389,0.862
SKP2,6502,MYBL2,4605,0.926
PDCD5,9141,UTP14A,10813,0.558
GHRL,51738,AGRP,181,0.743
MTA1,9112,ITGB3BP,23421,0.64
IL11,3589,MAGEA11,4110,0.951
MADD,8567,TNFRSF1A,7132,0.87
TRAF6,7189,PXN,5829,0.756
FXR2,9513,KIAA1217,56243,0.895
STAT1,6772,IRF2,3660,0.984
EP300,2033,YY1,7528,0.902
PSEN2,5664,CASP7,840,0.743
RXRA,6256,TRIP4,9325,0.984
HTRA1,5654,GDF5,8200,0.967
NUDT3,11165,C11orf2,738,0.862
AP2B1,163,TERF2IP,54386,0.558
GATA4,2626,JARID2,3720,0.984
GMEB1,10691,SMAD1,4086,0.966
FOS,2353,NFKB1,4790,0.55
AKT1,207,TCL1A,8115,0.895
CDC34,997,ATF5,22809,0.936
RAVER1,125950,PTBP1,5725,0.558
MAPK8IP2,23542,DUSP16,80824,0.951
CREBBP,1387,SERTAD2,9792,0.984
SUV39H1,6839,BCL11B,64919,0.952
FXR2,9513,RBPMS,11030,0.902
CEBPB,1051,SMARCB1,6598,0.883
ITGAM,3684,JAM3,83700,0.923
AP2B1,163,THAP1,55145,0.862
PRMT1,3276,YWHAG,7532,0.597
DRD2,1813,CADPS2,93664,0.903
NPM1,4869,HAND2,9464,0.984
CCKBR,887,CCK,885,0.761
EIF4G1,1981,EIF4E,1977,0.952
TCEB3B,51224,CEP70,80321,0.821
XRN1,54464,DCP1A,55802,0.902
HCK,3055,C2orf44,80304,0.951
IFNAR2,3455,IFNAR1,3454,0.994
NOTCH1,4851,YY1,7528,0.984
DAZAP2,9802,AATF,26574,0.952
SFRP2,6423,PAX2,5076,0.951
MAGI2,9863,CTNNB1,1499,0.883
GRB2,2885,MAP2,4133,0.595
VAV2,7410,SMN2,6607,0.951
COL2A1,1280,BMP2,650,0.862
PSMC5,5705,NR1I2,8856,0.966
SUMO2,6613,HDAC9,9734,0.951
FGF1,2246,CSNK2A1,1457,0.951
SPOP,8405,RXRB,6257,0.984
LDHA,3939,XRN1,54464,0.951
ARS2,51593,VIM,7431,0.798
USH2A,7399,KRT18,3875,0.732
TARBP2,6895,RBM14,10432,0.732
SSTR5,6755,PEX5,5830,0.546
EXOSC9,5393,EXOSC5,56915,0.896
CRK,1398,MAPK8,5599,0.951
PQBP1,10084,AR,367,0.707
MARCKSL1,65108,PKM2,5315,0.798
CASP3,836,BRCA1,672,0.951
SETDB1,9869,PCYT2,5833,0.743
FLJ12529,79869,ATXN1,6310,0.951
IGSF21,84966,PSMD11,5717,0.901
RBL1,5933,CDK2,1017,0.55
MAP2K1,5604,MAPKSP1,8649,0.895
MIF,4282,ZNF408,79797,0.984
GADD45G,10912,GADD45A,1647,0.743
PNRC2,55629,RORB,6096,0.952
PRKDC,5591,HMGB2,3148,0.984
DUSP19,142679,MAPK9,5601,0.558
BMP1,649,COL1A1,1277,0.862
TRAF2,7186,PSMF1,9491,0.988
PIK3R1,5295,YWHAG,7532,0.984
PLA2G4A,5321,MAPK8,5599,0.951
RXRA,6256,MAPK7,5598,0.901
MYL2,4633,TRIM63,84676,0.558
CASP8,841,NOL3,8996,0.743
LAPTM5,7805,DCUN1D1,54165,0.895
LSM1,27257,SMN1,6606,0.967
EPHB2,2048,KALRN,8997,0.903
PRKCZ,5590,GLRX3,10539,0.743
OPN1LW,5956,NCOA2,10499,1
MPL,4352,PTPN11,5781,0.997
PIK3CG,5294,ZNF282,8427,0.952
GLRA2,2742,BAT3,7917,0.681
HIRIP3,8479,HIRA,7290,0.952
F13A1,2162,NUDT21,11051,0.951
PAK1,5058,YWHAG,7532,0.902
EPHA3,2042,EFNA5,1946,0.995
BARD1,580,MYST2,11143,0.966
TGFBR1,7046,RAB25,57111,0.951
MPP3,4356,INSM1,3642,0.966
CIRBP,1153,PRMT1,3276,0.667
HDAC1,3065,PIAS4,51588,0.55
PLCG2,5336,LAT2,7462,0.901
NPHP1,4867,UBQLN4,56893,0.743
YWHAZ,7534,CENPJ,55835,0.862
PIK3R1,5295,WAS,7454,0.901
SHC1,6464,HMOX2,3163,0.862
IRS1,3667,UBTF,7343,0.984
AKT1,207,RAF1,5894,0.547
SMARCA4,6597,SMARCB1,6598,0.55
CFTR,1080,SLC4A7,9497,0.895
RPS27A,6233,SMAD2,4087,0.951
RAD52,5893,MCM2,4171,0.895
SMAD1,4086,FOXG1,2290,0.902
PPP1CA,5499,TOR1AIP1,26092,0.558
XPO1,7514,IRF5,3663,0.823
TUBG1,7283,HTT,3064,0.951
FXR2,9513,CCDC85B,11007,0.966
ITGB1,3688,HSPG2,3339,0.967
STAT6,6778,NMI,9111,0.984
PRKACA,5566,NFKB1,4790,0.984
PTPN11,5781,SIGLEC7,27036,0.696
EXOSC6,118460,EIF3I,8668,0.901
SGK1,6446,MAPK7,5598,0.895
IL1RN,3557,NR3C1,2908,0.951
RBBP7,5931,BRCA1,672,0.821
VDAC1,7416,CSNK2B,1460,0.743
ARHGAP1,392,PIK3R1,5295,0.962
GRB2,2885,NGFR,4804,0.692
GADD45G,10912,TSNAX,7257,0.732
JAK1,3716,GRB2,2885,0.982
TSSC4,10078,UBA1,7317,0.732
TYROBP,7305,SYK,6850,0.8
FYN,2534,PTPN5,84867,0.862
MET,4233,SNAPIN,23557,0.909
ARHGAP15,55843,SMURF1,57154,0.952
PPIA,5478,PRR13,54458,0.951
PIAS3,10401,MITF,4286,0.984
HSPA5,3309,DNAJC10,54431,0.967
ITGB3,3690,DOK1,1796,0.909
40179,6303,UTP14A,10813,0.901
HGF,3082,CLEC3B,7123,0.951
POLDIP2,26073,HDAC6,10013,0.732
VEPH1,79674,ACVR1,90,0.974
PRKCA,5578,HAND1,9421,0.984
F11R,50848,PARD3,56288,0.974
SYK,6850,PAG1,55824,0.832
ACTB,60,LMNA,4000,0.778
ETS1,2113,SMAD3,4088,0.707
COL4A5,1287,NR1H2,7376,0.994
CA12,771,CUX1,1523,0.984
DNAJC3,5611,DNAJB1,3337,0.743
YWHAZ,7534,EPB41L3,23136,0.862
UNC119,9094,ANXA7,310,0.901
IRS2,8660,SOCS6,9306,0.743
CXCR4,7852,ARRB2,409,0.879
SNCA,6622,A1BG,1,0.745
COL1A1,1277,PRELP,5549,0.798
TGFBR1,7046,RHPN2,85415,0.862
SKAP2,8935,PRAM1,84106,0.732
PML,5371,GATA2,2624,0.952
GTF3C3,9330,GTF3C5,9328,0.984
HOXD4,3233,MEIS1,4211,0.984
BRCA1,672,BRIP1,83990,0.862
PIAS1,8554,TP73,7161,0.55
NME7,29922,ZNF263,10127,0.984
FN1,2335,F13A1,2162,0.945
C5AR1,728,RPS19,6223,0.998
ATF4,468,BATF,10538,0.984
CYTH1,9267,TRIM23,373,0.951
STAMBP,10617,CHMP4B,128866,0.951
COL1A1,1277,MATN2,4147,0.984
MCL1,4170,BAK1,578,0.732
PDCD6IP,10015,SH3GL3,6457,0.901
SNCA,6622,CDK4,1019,0.951
CAD,790,PPP1CA,5499,0.895
CHIC2,26511,OTX1,5013,0.896
TPM4,7171,TCERG1,10915,0.964
VIM,7431,IVNS1ABP,10625,0.984
AGGF1,55109,CCDC85B,11007,0.964
TNFRSF1A,7132,RIPK1,8737,0.901
MAPK9,5601,JUND,3727,0.966
PTK2,5747,ARHGAP26,23092,0.862
PPP5C,5536,CRY2,1408,0.732
ERCC3,2071,GTF2H4,2968,0.984
CASP2,835,CFLAR,8837,0.665
DUT,1854,PPARA,5465,0.798
PPP2CA,5515,MAPK3,5595,0.901
ERBB2,2064,SOS1,6654,0.967
TMSB4X,7114,LIMS1,3987,0.732
HSPB3,8988,MRPL38,64978,0.961
BAIAP2,10458,CDC42,998,0.901
HAX1,10456,ANP32A,8125,0.966
BCL10,8915,CHUK,1147,0.951
IFT172,26160,LHX4,89884,0.984
FURIN,5045,COL23A1,91522,0.558
YAF2,10138,MYCN,4613,0.966
EGR2,1959,SOX8,30812,0.55
HSPA1A,3303,PGAM5,192111,0.895
HIPK2,28996,SP100,6672,0.984
MS4A7,58475,HMGCL,3155,0.558
ACTC1,70,ACTN4,81,0.743
TFAM,7019,TFB1M,51106,0.984
C5,727,C6,729,0.558
TOP2A,7153,DHX9,1660,0.951
EFTUD2,9343,SFRS12,140890,0.8
APTX,54840,MAPKBP1,23005,0.732
SKP1,6500,SIAH1,6477,0.984
PI4KB,5298,YWHAQ,10971,0.951
RFXAP,5994,RFX5,5993,0.984
TSG101,7251,KRT15,3866,0.902
CPE,1363,POLA2,23649,0.862
MAFA,389692,NEUROD1,4760,0.96
SNRPD2,6633,DDX20,11218,0.984
AP1M1,8907,LDOC1,23641,0.984
FBXL5,26234,SKP1,6500,0.798
PABPC4,8761,HAP1,9001,0.984
DDX56,54606,ZNF408,79797,0.984
TRAF6,7189,CYLD,1540,0.895
CD82,3732,ERBB3,2065,0.997
FLNA,2316,RAC1,5879,0.897
FBXW7,55294,NOTCH1,4851,0.756
APEX1,328,EP300,2033,0.984
STAT1,6772,EP300,2033,0.984
FLNA,2316,ARRB1,408,0.87
CASP6,839,CASP10,843,0.558
GSK3B,2932,BCL3,602,0.901
RGS2,5997,CALM1,801,0.945
EP300,2033,MEF2C,4208,0.55
COL2A1,1280,TGFBI,7045,0.798
NOL12,79159,SLC25A38,54977,0.951
BLK,640,UBE3A,7337,0.984
FSHR,2492,UBB,7314,0.931
TXK,7294,LCP2,3937,0.798
MCM6,4175,MLLT3,4300,0.8
RHOA,387,SMURF1,57154,0.984
CDK5R1,8851,TSC22D4,81628,0.966
SAP30,8819,HDAC2,3066,0.55
DTNA,1837,GFI1B,8328,0.984
SOD2,6648,C7orf20,51608,0.732
PRKCB,5579,PDLIM7,9260,0.862
THRB,7068,PSMC5,5705,0.966
ARL6IP1,23204,FXR2,9513,0.798
EPB41L2,2037,SPTAN1,6709,0.951
DDX5,1655,DDX17,10521,0.768
HCK,3055,TSG101,7251,0.901
MPP6,51678,AATF,26574,0.984
RAF1,5894,GNG4,2786,0.798
PTPN11,5781,IRS4,8471,0.967
IL6ST,3572,CDK9,1025,0.951
MMP9,4318,PRSS2,5645,0.961
PARVG,64098,ILK,3611,0.732
WWP2,11060,TP53BP2,7159,0.984
HTATSF1,27336,GTF2F2,2963,0.952
RGS2,5997,RIN3,79890,0.984
MSX1,4487,MSX2,4488,0.823
SKIL,6498,TRIM69,140691,0.984
